frame,frame.dlt,frame.time,frame.offset_shift,frame.time_epoch,frame.time_delta,frame.time_delta_displayed,frame.time_relative,frame.number,frame.len,frame.cap_len,frame.marked,frame.ignored,frame.protocols,wlan,wlan.fc.type_subtype,wlan.fc,wlan.fc.version,wlan.fc.type,wlan.fc.subtype,wlan.flags,wlan.fc.ds,wlan.fc.frag,wlan.fc.retry,wlan.fc.pwrmgt,wlan.fc.moredata,wlan.fc.protected,wlan.fc.order,wlan.duration,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,text,wlan.qos.tid,wlan.qos.priority,wlan.qos.bit4,wlan.qos.ack,wlan.qos.amsdupresent,wlan.qos.txop_dur_req,llc,llc.dsap,llc.dsap.ig,llc.ssap,llc.ssap.cr,llc.control,llc.control.u_modifier_cmd,llc.control.ftype,llc.oui,llc.type,wsmpv2,wsmpv2.version,wsmpv2.psid,text,wsmpv2.exten.power_id,wsmpv2.exten.power_len,wsmpv2.txpower,text,wsmp.exten.rate_id,wsmpv2.exten.rate.len,wsmpv2.rate,text,wsmpv2.exten.chan_id,wsmpv2.exten.chan_len,wsmpv2.channel,wsmpv2.wsmelementid,wsmpv2.wsmlength,text,wsmpv2.wsmpcontrol,text,ieee16092.version,ieee16092.contentType,ieee16092.identifiertype,ieee16092.certificate,ieee16092.msgflag,ieee16092.not_supported,ieee16092.use_gen_time,ieee16092.expires,ieee16092.use.location,ieee16092.use_exten_field,ieee16092.psid,ieee16092.length,ieee16092.generation_time,text,text,text,bsm,j2735.BasicSafetyMessage,j2735.msgID,j2735.blob1,j2735.msgCount,j2735.temporaryid,j2735.uniqueid,j2735.dsecond,j2735.pos3D,j2735.pos3D.lat,j2735.pos3D.long,j2735.pos3Delevation,j2735.accuracy,j2735.speed,j2735.heading,j2735.steeringAngle,j2735.accelSet4Way,j2735.accelSet4Way.lon,j2735.accelSet4Way.lat,j2735.accelSet4Way.vert,j2735.accelSet4Way.yaw,j2735.brakeSystemStatus,j2735.size,j2735.width,j2735.length,j2735.safetyExt,j2735.pathHistory,j2735.initialPosition,j2735.utcTime,j2735.year,j2735.month,j2735.day,j2735.hour,j2735.minute,j2735.dsecond,j2735.long,j2735.lat,j2735.itemCnt,j2735.crumbData,j2735.pathHistoryPointSets_04,j2735.status,j2735.vehicleData,j2735.height,j2735.bumpers,j2735.frnt,j2735.rear,j2735.mass,j2735.trailerWeight,j2735.VehicleType03
"Frame 55: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:09.543349000","0.000000000","1378918329.543349000","0.084714000","0.084714000","5.364672000","55","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","108",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5cf27e5",,,"QoS Control","bsm","1","2","1","122","0xa0710123","0x0123",,"1","389387245","-771769713","674","4294967295","57344","0","0x7f","ff:fd:07:d1:32:00:00","-3","2001","50","0","2048","1","200","500","1","1",,,,,,,,"9400",,,"1","3","00:00:ff:f7:40:06:02:1c",,"1","30","1","43","43","34",,"4"
"Frame 56: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:09.648877000","0.000000000","1378918329.648877000","0.105528000","0.105528000","5.470200000","56","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","110",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5d0c551",,,"QoS Control","bsm","1","2","1","123","0xa0710123","0x0123",,"1","389387245","-771769714","674","4294967295","57345","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"9500",,,"1","3","00:00:ff:f7:20:06:02:27",,"1","30","1","43","43","34",,"4"
"Frame 57: 316 bytes on wire (2528 bits), 316 bytes captured (2528 bits)","1","Sep 11, 2013 16:52:09.758491000","0.000000000","1378918329.758491000","0.109614000","0.109614000","5.579814000","57","316","316","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","112",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","254",,"1",,"2","1","3","03:00:03:7c:fa:71:fe:b7:12:69:8b:01:12:80:00:00:00:00:00:00:00:72:be:67:c7:7c:97:9d:83:e6:f9:01:02:20:00:04:12:ce:a5:fb:61:b6:00:00:00:01:02:dd:e7:fe:0d:ee:f8:63:fd:99:2b:22:83:bc:af:44:15:ec:7b:8b:fe:33:bd:1c:e1:b1:71:95:a6:46:ef:25:47","0x02","0","1","0",,"0","32","94","0x0001164ee5d25041",,,"QoS Control","bsm","1","2","1","124","0xa0710123","0x0123",,"1","389387245","-771769717","674","4294967295","57345","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"9600",,,"1","3","00:00:ff:f7:00:06:02:31",,"1","30","1","43","43","34",,"4"
"Frame 58: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:09.844027000","0.000000000","1378918329.844027000","0.085536000","0.085536000","5.665350000","58","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","114",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5d3bec2",,,"QoS Control","bsm","1","2","1","125","0xa0710123","0x0123",,"1","389387245","-771769718","674","4294967295","57346","0","0x7f","00:04:07:d1:32:00:00","4","2001","50","0","2048","1","200","500","1","1",,,,,,,,"9700",,,"1","3","00:00:ff:f6:f0:06:02:3a",,"1","30","1","43","43","34",,"4"
"Frame 59: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:09.948339000","0.000000000","1378918329.948339000","0.104312000","0.104312000","5.769662000","59","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","116",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5d55548",,,"QoS Control","bsm","1","2","1","126","0xa0710123","0x0123",,"1","389387245","-771769721","675","4294967295","57346","0","0x7f","00:02:07:d1:32:00:00","2","2001","50","0","2048","1","200","500","1","1",,,,,,,,"9800",,,"1","3","00:00:ff:f6:b0:07:02:45",,"1","30","1","43","43","34",,"4"
"Frame 60: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:10.044191000","0.000000000","1378918330.044191000","0.095852000","0.095852000","5.865514000","60","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","118",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5d6ccfb",,,"QoS Control","bsm","1","2","1","127","0xa0710123","0x0123",,"1","389387245","-771769723","675","4294967295","57344","0","0x7f","ff:ff:07:d1:32:00:00","-1","2001","50","0","2048","1","200","500","1","1",,,,,,,,"9900",,,"1","3","00:00:ff:f6:a0:07:02:4e",,"1","30","1","43","43","34",,"4"
"Frame 61: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:10.145946000","0.000000000","1378918330.145946000","0.101755000","0.101755000","5.967269000","61","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","120",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5d85b79",,,"QoS Control","bsm","1","2","1","0","0xa0710123","0x0123",,"1","389387245","-771769725","675","4294967295","57346","0","0x7f","00:02:07:d1:32:00:00","2","2001","50","0","2048","1","200","500","1","1",,,,,,,,"10000",,,"1","3","00:00:ff:f6:80:07:02:58",,"1","30","1","43","43","34",,"4"
"Frame 62: 316 bytes on wire (2528 bits), 316 bytes captured (2528 bits)","1","Sep 11, 2013 16:52:10.249737000","0.000000000","1378918330.249737000","0.103791000","0.103791000","6.071060000","62","316","316","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","122",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","254",,"1",,"2","1","3","03:00:03:7c:fa:71:fe:b7:12:69:8b:01:12:80:00:00:00:00:00:00:00:72:be:67:c7:7c:97:9d:83:e6:f9:01:02:20:00:04:12:ce:a5:fb:61:b6:00:00:00:01:02:dd:e7:fe:0d:ee:f8:63:fd:99:2b:22:83:bc:af:44:15:ec:7b:8b:fe:33:bd:1c:e1:b1:71:95:a6:46:ef:25:47","0x02","0","1","0",,"0","32","94","0x0001164ee5d9f17e",,,"QoS Control","bsm","1","2","1","1","0xa0710123","0x0123",,"1","389387245","-771769728","675","4294967295","57345","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"10100",,,"1","3","00:00:ff:f6:50:07:02:63",,"1","30","1","43","43","34",,"4"
"Frame 63: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:10.346175000","0.000000000","1378918330.346175000","0.096438000","0.096438000","6.167498000","63","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","124",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5db685b",,,"QoS Control","bsm","1","2","1","2","0xa0710123","0x0123",,"1","389387243","-771769730","675","4294967295","57345","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"10200",,,"1","3","00:00:7f:f6:30:07:02:6c",,"1","30","1","43","43","34",,"4"
"Frame 64: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:10.460775000","0.000000000","1378918330.460775000","0.114600000","0.114600000","6.282098000","64","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","126",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5dd0648",,,"QoS Control","bsm","1","2","1","3","0xa0710123","0x0123",,"1","389387243","-771769733","675","4294967295","57344","0","0x7f","ff:fd:07:d1:32:00:00","-3","2001","50","0","2048","1","200","500","1","1",,,,,,,,"10300",,,"1","3","00:00:7f:f6:00:08:02:77",,"1","30","1","43","43","34",,"4"
"Frame 65: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:10.544024000","0.000000000","1378918330.544024000","0.083249000","0.083249000","6.365347000","65","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","128",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5de6d4d",,,"QoS Control","bsm","1","2","1","4","0xa0710123","0x0123",,"1","389387243","-771769735","675","4294967295","57344","0","0x7f","ff:fc:07:d1:32:00:00","-4","2001","50","0","2048","1","200","500","1","1",,,,,,,,"10400",,,"1","3","00:00:7f:f5:e0:08:02:80",,"1","30","1","43","43","34",,"4"
"Frame 66: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:10.650041000","0.000000000","1378918330.650041000","0.106017000","0.106017000","6.471364000","66","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","130",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5e00b81",,,"QoS Control","bsm","1","2","1","5","0xa0710123","0x0123",,"1","389387243","-771769737","675","4294967295","57345","0","0x7f","ff:fe:07:d1:32:00:00","-2","2001","50","0","2048","1","200","500","1","1",,,,,,,,"10500",,,"1","3","00:00:7f:f5:c0:08:02:8b",,"1","30","1","43","43","34",,"4"
"Frame 67: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:10.746336000","0.000000000","1378918330.746336000","0.096295000","0.096295000","6.567659000","67","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","132",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5e1829a",,,"QoS Control","bsm","1","2","1","6","0xa0710123","0x0123",,"1","389387243","-771769740","675","4294967295","57344","0","0x7f","ff:fe:07:d1:32:00:00","-2","2001","50","0","2048","1","200","500","1","1",,,,,,,,"10600",,,"1","3","00:00:7f:f5:90:08:02:94",,"1","30","1","43","43","34",,"4"
"Frame 68: 316 bytes on wire (2528 bits), 316 bytes captured (2528 bits)","1","Sep 11, 2013 16:52:10.850022000","0.000000000","1378918330.850022000","0.103686000","0.103686000","6.671345000","68","316","316","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","134",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","254",,"1",,"2","1","3","03:00:03:7c:fa:71:fe:b7:12:69:8b:01:12:80:00:00:00:00:00:00:00:72:be:67:c7:7c:97:9d:83:e6:f9:01:02:20:00:04:12:ce:a5:fb:61:b6:00:00:00:01:02:dd:e7:fe:0d:ee:f8:63:fd:99:2b:22:83:bc:af:44:15:ec:7b:8b:fe:33:bd:1c:e1:b1:71:95:a6:46:ef:25:47","0x02","0","1","0",,"0","32","94","0x0001164ee5e3188f",,,"QoS Control","bsm","1","2","1","7","0xa0710123","0x0123",,"1","389387243","-771769742","675","4294967295","57344","0","0x7f","ff:fd:07:d1:32:00:00","-3","2001","50","0","2048","1","200","500","1","1",,,,,,,,"10700",,,"1","3","00:00:7f:f5:70:08:02:9f",,"1","30","1","43","43","34",,"4"
"Frame 69: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:10.944812000","0.000000000","1378918330.944812000","0.094790000","0.094790000","6.766135000","69","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","136",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5e48ba4",,,"QoS Control","bsm","1","2","1","8","0xa0710123","0x0123",,"1","389387243","-771769745","675","4294967295","57345","0","0x7f","ff:ff:07:d1:32:00:00","-1","2001","50","0","2048","1","200","500","1","1",,,,,,,,"10800",,,"1","3","00:00:7f:f5:40:08:02:a8",,"1","30","1","43","43","34",,"4"
"Frame 70: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:11.037060000","0.000000000","1378918331.037060000","0.092248000","0.092248000","6.858383000","70","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","138",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5e5f358",,,"QoS Control","bsm","1","2","1","9","0xa0710123","0x0123",,"1","389387243","-771769748","675","4294967295","57345","0","0x7f","00:01:07:d1:31:00:00","1","2001","49","0","2048","1","200","500","1","1",,,,,,,,"10900",,,"1","3","00:00:7f:f5:10:08:02:b1",,"1","30","1","43","43","34",,"4"
"Frame 71: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:11.147947000","0.000000000","1378918331.147947000","0.110887000","0.110887000","6.969270000","71","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","140",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5e7a541",,,"QoS Control","bsm","1","2","1","10","0xa0710123","0x0123",,"1","389387243","-771769750","675","4294967295","57344","0","0x7f","00:00:07:d1:31:00:00","0","2001","49","0","2048","1","200","500","1","1",,,,,,,,"11000",,,"1","3","00:00:7f:f4:f0:08:02:bd",,"1","30","1","43","43","34",,"4"
"Frame 72: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:11.247276000","0.000000000","1378918331.247276000","0.099329000","0.099329000","7.068599000","72","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","142",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5e927f1",,,"QoS Control","bsm","1","2","1","11","0xa0710123","0x0123",,"1","389387243","-771769753","677","4294967295","57346","0","0x7f","00:02:07:d1:32:00:00","2","2001","50","0","2048","1","200","500","1","1",,,,,,,,"11100",,,"1","3","00:00:7f:f4:c0:09:02:c6",,"1","30","1","43","43","34",,"4"
"Frame 73: 316 bytes on wire (2528 bits), 316 bytes captured (2528 bits)","1","Sep 11, 2013 16:52:11.356341000","0.000000000","1378918331.356341000","0.109065000","0.109065000","7.177664000","73","316","316","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","144",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","254",,"1",,"2","1","3","03:00:03:7c:fa:71:fe:b7:12:69:8b:01:12:80:00:00:00:00:00:00:00:72:be:67:c7:7c:97:9d:83:e6:f9:01:02:20:00:04:12:ce:a5:fb:61:b6:00:00:00:01:02:dd:e7:fe:0d:ee:f8:63:fd:99:2b:22:83:bc:af:44:15:ec:7b:8b:fe:33:bd:1c:e1:b1:71:95:a6:46:ef:25:47","0x02","0","1","0",,"0","32","94","0x0001164ee5eaba15",,,"QoS Control","bsm","1","2","1","12","0xa0710123","0x0123",,"1","389387243","-771769755","677","4294967295","57344","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"11200",,,"1","3","00:00:7f:f4:a0:09:02:d1",,"1","30","1","43","43","34",,"4"
"Frame 74: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:11.443888000","0.000000000","1378918331.443888000","0.087547000","0.087547000","7.265211000","74","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","146",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee5ec2862",,,"QoS Control","bsm","1","2","1","13","0xa0710123","0x0123",,"1","389387242","-771769757","677","4294967295","57344","0","0x7f","ff:fe:07:d1:32:00:00","-2","2001","50","0","2048","1","200","500","1","1",,,,,,,,"11300",,,"1","3","00:00:3f:f4:70:09:02:da",,"1","30","1","43","43","34",,"4"
